category,fraction,average_dot_product,variance,second_best_category
Large Rottweiler,0.03412616339193381,0.33548266,6.0139282e-05,Dog Rottweiler
Dog Rottweiler,0.04136504653567735,0.32113117,1.9729137e-05,Dog Rottweilers
Small Rottweiler,0.005170630816959669,0.3238069,0.0,Dog Rottweiler
Dog Boxer,0.01344364012409514,0.28888452,4.7344427e-05,Large Boxer
Dog Rottweilers,0.005170630816959669,0.31374353,0.0,Large Rottweilers
Small Rottweilers,0.002068252326783868,0.27495635,0.0,Small Rottweiler
Large Rottweilers,0.001034126163391934,0.37456226,0.0,Dog Rottweilers
Small Beagle,0.015511892450879007,0.3140573,0.00017832915,Beagle
Large Beagle,0.05480868665977249,0.31514838,7.1264665e-05,Beagle
Large Beagles,0.010341261633919338,0.33263618,7.340908e-05,Dog Beagles
Dog Beagle,0.009307135470527405,0.29338798,1.3483896e-05,Large Beagle
Beagle,0.009307135470527405,0.3101002,1.4305115e-06,Dog Beagle
Dog Beagles,0.004136504653567736,0.29103908,0.0,Large Beagle
Large Bulldog,0.03619441571871768,0.31528935,0.00010168893,Dog Bulldog
Dog Bulldog,0.04136504653567735,0.30514088,0.0001465857,Large Bulldog
Small Bulldog,0.010341261633919338,0.30049357,0.00028815866,Dog Bulldog
Large Bulldogs,0.005170630816959669,0.3413648,0.0,Dog Bulldogs
Dog Labrador Retrievers,0.025853154084798345,0.29827988,0.00011833191,Large Labrador Retriever
Large Boxer,0.09410548086866598,0.31058922,0.00015939985,Dog Boxer
Large Yorkshire Terrier,0.01964839710444674,0.32186747,0.00022228768,Dog Yorkshire Terrier
Dog Poodle,0.04033092037228542,0.2977945,6.580964e-05,Medium Poodle
Large Poodle,0.01964839710444674,0.30822143,0.00014776306,Dog Poodle
Large Poodles,0.009307135470527405,0.30374464,0.00025210116,Small Poodles
Dog Poodles,0.005170630816959669,0.2995444,0.0,Large Poodles
Small Poodles,0.005170630816959669,0.31426215,0.0,Large Poodles
Large Labrador Retrievers,0.014477766287487074,0.32072046,9.390286e-05,Labrador Retrievers
Poodle,0.010341261633919338,0.32798353,0.00065341,Dog Poodle
Small Poodle,0.009307135470527405,0.30936438,6.999572e-05,Dog Poodle
Dog Yorkshire Terrier,0.08479834539813857,0.32650834,0.00012569892,Yorkshire Terrier
Small Yorkshire Terrier,0.005170630816959669,0.34475428,1.1920929e-08,Dog Yorkshire Terrier
Large Labrador Retriever,0.04446742502585315,0.30361718,8.710041e-05,Dog Labrador Retrievers
Large Golden Retriever,0.015511892450879007,0.31736124,2.8681756e-05,Dog Golden Retriever
Large Golden Retrievers,0.004136504653567736,0.28215843,0.0,Dog Golden Retrievers
Dog Golden Retrievers,0.005170630816959669,0.3324576,1.1920929e-08,Golden Retrievers
Dog Golden Retriever,0.050672182006204755,0.30943492,9.511442e-05,Golden Retriever
Small Golden Retriever,0.010341261633919338,0.3140873,1.7064809e-05,Small Labrador Retriever
Golden Retriever,0.004136504653567736,0.3281819,0.0,Dog Golden Retriever
Small Labrador Retriever,0.009307135470527405,0.31275234,5.4240227e-06,Labrador Retriever
Large German Shepherd,0.05480868665977249,0.3143214,0.0001413957,Dog German Shepherd
Small German Shepherd,0.005170630816959669,0.3078881,1.1920929e-08,German Shepherd
Dog German Shepherd,0.005170630816959669,0.31044734,5.9604646e-09,German Shepherd
German Shepherd,0.028955532574974147,0.310115,0.00028345414,Dog German Shepherd
Small German Shepherds,0.005170630816959669,0.31232864,5.9604646e-09,German Shepherds
Labrador Retriever,0.005170630816959669,0.30074984,5.9604646e-09,Large Labrador Retriever
Labrador Retrievers,0.015511892450879007,0.31258202,0.0005371014,Dog Labrador Retrievers
Large Dachshunds,0.005170630816959669,0.31779438,0.0,Dog Dachshunds
Dog Dachshund,0.04033092037228542,0.30810943,0.00019574777,Dachshund
Large Dachshund,0.028955532574974147,0.31468424,0.00020575523,Dog Dachshund
Dachshund,0.005170630816959669,0.31310937,1.9073487e-07,Dog Dachshund
Dog Dachshunds,0.005170630816959669,0.31441092,5.9604646e-09,Large Dachshunds
Small Dachshund,0.005170630816959669,0.31532726,-1.1920929e-08,Dachshund
Small Bulldogs,0.004136504653567736,0.30902702,0.0,Large Bulldogs
